nu_cm1,Cs_cm2_molec_cm1,Cf_cm2_molec_cm1,self_texp
16830.0,5.448000e-30,5.560000e-31,3.531000
16840.0,5.611000e-30,5.610000e-31,3.623000
16850.0,5.760000e-30,5.670000e-31,3.712000
16860.0,5.965000e-30,5.680000e-31,3.772000
16870.0,6.079000e-30,5.780000e-31,3.806000
16880.0,6.207000e-30,5.860000e-31,3.811000
16890.0,6.276000e-30,5.910000e-31,3.796000
16900.0,6.222000e-30,5.930000e-31,3.777000
16910.0,6.137000e-30,5.910000e-31,3.757000
16920.0,6.000000e-30,5.920000e-31,3.752000
16930.0,5.814000e-30,5.930000e-31,3.707000
16940.0,5.393000e-30,5.940000e-31,3.672000
16950.0,5.350000e-30,5.870000e-31,3.627000
16960.0,4.947000e-30,5.650000e-31,3.572000
16970.0,4.629000e-30,5.210000e-31,3.506000
16980.0,4.117000e-30,4.540000e-31,3.398000
16990.0,3.712000e-30,3.820000e-31,3.316000
17000.0,3.372000e-30,3.070000e-31,3.227000
17010.0,2.923000e-30,2.370000e-31,3.120000
17020.0,2.550000e-30,1.780000e-31,3.033000
17030.0,2.232000e-30,1.309000e-31,3.028000
17040.0,1.929000e-30,9.543000e-32,3.040000
17050.0,1.679000e-30,6.959000e-32,3.092000
17060.0,1.460000e-30,5.153000e-32,3.143000
17070.0,1.289000e-30,3.934000e-32,3.177000
17080.0,1.130000e-30,3.117000e-32,3.227000
17090.0,9.953000e-31,2.491000e-32,3.242000
17100.0,8.763000e-31,1.988000e-32,3.265000
17110.0,7.760000e-31,1.608000e-32,3.267000
17120.0,6.900000e-31,1.330000e-32,3.243000
17130.0,6.160000e-31,1.139000e-32,3.215000
17140.0,5.525000e-31,9.972000e-33,3.210000
17150.0,4.958000e-31,8.983000e-33,3.215000
17160.0,4.489000e-31,8.409000e-33,3.226000
17170.0,4.072000e-31,7.845000e-33,3.236000
17180.0,3.728000e-31,7.371000e-33,3.258000
17190.0,3.438000e-31,7.164000e-33,3.289000
17200.0,3.205000e-31,7.411000e-33,3.279000
17210.0,3.006000e-31,7.757000e-33,3.268000
17220.0,2.848000e-31,8.268000e-33,3.242000
17230.0,2.766000e-31,9.311000e-33,3.147000
17240.0,2.688000e-31,1.036000e-32,3.110000
17250.0,2.664000e-31,1.087000e-32,3.044000
17260.0,2.670000e-31,1.141000e-32,2.985000
17270.0,2.696000e-31,1.225000e-32,2.903000
17280.0,2.786000e-31,1.290000e-32,2.832000
17290.0,2.861000e-31,1.400000e-32,2.808000
17300.0,3.009000e-31,1.565000e-32,2.782000
17310.0,3.178000e-31,1.755000e-32,2.797000
17320.0,3.389000e-31,1.932000e-32,2.832000
17330.0,3.587000e-31,2.104000e-32,2.903000
17340.0,3.819000e-31,2.356000e-32,2.979000
17350.0,4.054000e-31,2.770000e-32,3.061000
17360.0,4.417000e-31,3.326000e-32,3.163000
17370.0,4.703000e-31,4.029000e-32,3.247000
17380.0,5.137000e-31,4.827000e-32,3.331000
17390.0,5.460000e-31,5.683000e-32,3.383000
17400.0,6.055000e-31,6.328000e-32,3.419000
17410.0,6.333000e-31,6.576000e-32,3.460000
17420.0,6.773000e-31,6.801000e-32,3.496000
17430.0,7.219000e-31,6.990000e-32,3.518000
17440.0,7.717000e-31,7.170000e-32,3.557000
17450.0,8.131000e-31,7.470000e-32,3.623000
17460.0,8.491000e-31,7.660000e-32,3.679000
17470.0,8.574000e-31,7.770000e-32,3.725000
17480.0,9.010000e-31,7.770000e-32,3.762000
17490.0,9.017000e-31,7.720000e-32,3.821000
17500.0,8.999000e-31,7.770000e-32,3.864000
17510.0,8.959000e-31,7.970000e-32,3.899000
17520.0,8.838000e-31,8.400000e-32,3.892000
17530.0,8.579000e-31,8.900000e-32,3.829000
17540.0,8.162000e-31,9.420000e-32,3.752000
17550.0,8.098000e-31,9.710000e-32,3.661000
17560.0,7.472000e-31,9.550000e-32,3.565000
17570.0,7.108000e-31,8.850000e-32,3.440000
17580.0,6.559000e-31,7.680000e-32,3.331000
17590.0,5.994000e-31,6.390000e-32,3.231000
17600.0,5.172000e-31,5.020000e-32,3.130000
17610.0,4.424000e-31,3.740000e-32,3.018000
17620.0,3.951000e-31,2.651000e-32,2.990000
17630.0,3.340000e-31,1.809000e-32,3.044000
17640.0,2.902000e-31,1.278000e-32,3.098000
17650.0,2.541000e-31,9.466000e-33,3.194000
17660.0,2.215000e-31,7.458000e-33,3.294000
17670.0,1.945000e-31,6.190000e-33,3.382000
17680.0,1.716000e-31,5.328000e-33,3.440000
17690.0,1.503000e-31,4.710000e-33,3.485000
17700.0,1.339000e-31,4.136000e-33,3.522000
17710.0,1.185000e-31,3.658000e-33,3.550000
17720.0,1.050000e-31,3.285000e-33,3.568000
17730.0,9.336000e-32,2.908000e-33,3.623000
17740.0,8.307000e-32,2.545000e-33,3.668000
17750.0,7.312000e-32,2.370000e-33,3.715000
17760.0,6.550000e-32,2.390000e-33,3.774000
17770.0,5.836000e-32,2.410000e-33,3.841000
17780.0,5.178000e-32,2.373000e-33,3.903000
17790.0,4.600000e-32,2.394000e-33,3.952000
17800.0,4.086000e-32,2.326000e-33,3.981000
17810.0,3.639000e-32,2.201000e-33,4.009000
17820.0,3.247000e-32,2.105000e-33,4.044000
17830.0,2.904000e-32,1.900000e-33,4.062000
17840.0,2.604000e-32,1.693000e-33,4.099000
17850.0,2.341000e-32,1.564000e-33,4.142000
17860.0,2.112000e-32,1.430000e-33,4.207000
17870.0,1.914000e-32,1.210000e-33,4.286000
17880.0,1.744000e-32,9.982000e-34,4.378000
17890.0,1.598000e-32,8.346000e-34,4.483000
17900.0,1.476000e-32,7.332000e-34,4.578000
17910.0,1.374000e-32,6.680000e-34,4.679000
17920.0,1.293000e-32,6.366000e-34,4.771000
17930.0,1.230000e-32,6.034000e-34,4.857000
17940.0,1.185000e-32,5.321000e-34,4.934000
17950.0,1.158000e-32,4.609000e-34,5.007000
17960.0,1.147000e-32,4.137000e-34,5.086000
17970.0,1.154000e-32,4.141000e-34,5.154000
17980.0,1.177000e-32,4.585000e-34,5.224000
17990.0,1.219000e-32,5.256000e-34,5.295000
18000.0,1.280000e-32,5.686000e-34,5.358000
18010.0,1.360000e-32,5.713000e-34,5.427000
18020.0,1.463000e-32,5.573000e-34,5.489000
18030.0,1.591000e-32,5.177000e-34,5.550000
18040.0,1.750000e-32,5.064000e-34,5.612000
18050.0,1.940000e-32,5.070000e-34,5.671000
18060.0,2.156000e-32,5.281000e-34,5.729000
18070.0,2.430000e-32,6.118000e-34,5.782000
18080.0,2.748000e-32,6.782000e-34,5.836000
18090.0,3.052000e-32,8.399000e-34,5.885000
18100.0,3.533000e-32,1.027000e-33,5.933000
18110.0,3.967000e-32,1.317000e-33,5.978000
18120.0,4.471000e-32,1.672000e-33,6.023000
18130.0,5.041000e-32,2.045000e-33,6.065000
18140.0,5.860000e-32,2.571000e-33,6.102000
18150.0,6.664000e-32,3.370000e-33,6.136000
18160.0,7.522000e-32,4.438000e-33,6.169000
18170.0,8.342000e-32,5.927000e-33,6.197000
18180.0,9.412000e-32,7.409000e-33,6.228000
18190.0,1.072000e-31,8.783000e-33,6.253000
18200.0,1.213000e-31,9.698000e-33,6.275000
18210.0,1.343000e-31,1.058000e-32,6.292000
18220.0,1.496000e-31,1.188000e-32,6.309000
18230.0,1.664000e-31,1.350000e-32,6.323000
18240.0,1.822000e-31,1.560000e-32,6.334000
18250.0,2.029000e-31,1.850000e-32,6.341000
18260.0,2.233000e-31,2.210000e-32,6.349000
18270.0,2.457000e-31,2.660000e-32,6.356000
18280.0,2.709000e-31,3.140000e-32,6.359000
18290.0,2.928000e-31,3.600000e-32,6.359000
18300.0,3.115000e-31,3.990000e-32,6.359000
18310.0,3.356000e-31,4.220000e-32,6.359000
18320.0,3.592000e-31,4.360000e-32,6.356000
18330.0,3.818000e-31,4.350000e-32,6.352000
18340.0,3.936000e-31,4.250000e-32,6.349000
18350.0,4.061000e-31,4.100000e-32,6.342000
18360.0,4.149000e-31,3.990000e-32,6.335000
18370.0,4.299000e-31,3.950000e-32,6.331000
18380.0,4.223000e-31,3.870000e-32,6.324000
18390.0,4.251000e-31,3.830000e-32,6.317000
18400.0,4.287000e-31,3.820000e-32,6.309000
18410.0,4.177000e-31,3.890000e-32,6.306000
18420.0,4.094000e-31,3.980000e-32,6.299000
18430.0,3.942000e-31,4.060000e-32,6.295000
18440.0,3.772000e-31,4.190000e-32,6.288000
18450.0,3.614000e-31,4.220000e-32,6.284000
18460.0,3.394000e-31,4.170000e-32,6.281000
18470.0,3.222000e-31,3.900000e-32,6.281000
18480.0,2.791000e-31,3.500000e-32,6.278000
18490.0,2.665000e-31,3.030000e-32,6.277000
18500.0,2.309000e-31,2.490000e-32,6.278000
18510.0,2.032000e-31,1.975000e-32,6.277000
18520.0,1.740000e-31,1.467000e-32,6.282000
18530.0,1.535000e-31,1.100000e-32,6.283000
18540.0,1.323000e-31,8.391000e-33,6.289000
18550.0,1.151000e-31,6.685000e-33,6.297000
18560.0,9.803000e-32,5.377000e-33,6.300000
18570.0,8.650000e-32,4.335000e-33,6.305000
18580.0,7.540000e-32,3.436000e-33,6.317000
18590.0,6.619000e-32,2.796000e-33,6.325000
18600.0,5.832000e-32,2.345000e-33,6.337000
18610.0,5.113000e-32,2.010000e-33,6.345000
18620.0,4.503000e-32,1.702000e-33,6.360000
18630.0,3.975000e-32,1.491000e-33,6.370000
18640.0,3.520000e-32,1.345000e-33,6.384000
18650.0,3.112000e-32,1.270000e-33,6.398000
18660.0,2.797000e-32,1.268000e-33,6.416000
18670.0,2.500000e-32,1.315000e-33,6.430000
18680.0,2.240000e-32,1.413000e-33,6.448000
18690.0,2.013000e-32,1.493000e-33,6.465000
18700.0,1.819000e-32,1.500000e-33,6.483000
18710.0,1.653000e-32,1.489000e-33,6.502000
18720.0,1.513000e-32,1.440000e-33,6.520000
18730.0,1.395000e-32,1.395000e-33,6.541000
18740.0,1.299000e-32,1.344000e-33,6.562000
18750.0,1.225000e-32,1.363000e-33,6.583000
18760.0,1.168000e-32,1.487000e-33,6.605000
18770.0,1.124000e-32,1.682000e-33,6.628000
18780.0,1.148000e-32,1.852000e-33,6.649000
18790.0,1.107000e-32,1.909000e-33,6.672000
18800.0,1.128000e-32,1.962000e-33,6.697000
18810.0,1.169000e-32,2.109000e-33,6.720000
18820.0,1.233000e-32,2.218000e-33,6.743000
18830.0,1.307000e-32,2.249000e-33,6.768000
18840.0,1.359000e-32,2.278000e-33,6.791000
18850.0,1.543000e-32,2.307000e-33,6.818000
18860.0,1.686000e-32,2.362000e-33,6.841000
18870.0,1.794000e-32,2.502000e-33,6.867000
18880.0,2.028000e-32,2.672000e-33,6.891000
18890.0,2.210000e-32,2.847000e-33,6.916000
18900.0,2.441000e-32,2.884000e-33,6.943000
18910.0,2.653000e-32,2.806000e-33,6.970000
18920.0,2.828000e-32,2.850000e-33,6.996000
18930.0,3.093000e-32,2.940000e-33,7.022000
18940.0,3.280000e-32,3.100000e-33,7.052000
18950.0,3.551000e-32,3.290000e-33,7.077000
18960.0,3.677000e-32,3.500000e-33,7.103000
18970.0,3.803000e-32,3.620000e-33,7.132000
18980.0,3.844000e-32,3.660000e-33,7.158000
18990.0,4.068000e-32,3.700000e-33,7.185000
19000.0,4.093000e-32,3.720000e-33,7.215000
19010.0,4.002000e-32,3.830000e-33,7.241000
19020.0,3.904000e-32,4.010000e-33,7.269000
19030.0,3.624000e-32,4.260000e-33,7.298000
19040.0,3.633000e-32,4.510000e-33,7.326000
19050.0,3.622000e-32,4.640000e-33,7.354000
19060.0,3.443000e-32,4.490000e-33,7.382000
19070.0,3.184000e-32,4.050000e-33,7.410000
19080.0,2.934000e-32,3.450000e-33,7.438000
19090.0,2.476000e-32,2.808000e-33,7.469000
19100.0,2.212000e-32,2.159000e-33,7.497000
19110.0,1.867000e-32,1.546000e-33,7.528000
19120.0,1.594000e-32,1.146000e-33,7.555000
19130.0,1.370000e-32,8.897000e-34,7.585000
19140.0,1.192000e-32,7.413000e-34,7.613000
19150.0,1.045000e-32,6.554000e-34,7.643000
19160.0,9.211000e-33,5.563000e-34,7.669000
19170.0,8.170000e-33,4.736000e-34,7.698000
19180.0,7.290000e-33,4.214000e-34,7.729000
19190.0,6.550000e-33,3.725000e-34,7.759000
19200.0,5.929000e-33,3.257000e-34,7.787000
19210.0,5.415000e-33,2.877000e-34,7.819000
19220.0,4.995000e-33,2.599000e-34,7.849000
19230.0,4.661000e-33,2.335000e-34,7.878000
19240.0,4.406000e-33,2.238000e-34,7.909000
19250.0,4.225000e-33,2.390000e-34,7.936000
19260.0,4.116000e-33,2.678000e-34,7.968000
19270.0,4.075000e-33,2.801000e-34,7.998000
19280.0,4.102000e-33,2.829000e-34,8.030000
19290.0,4.198000e-33,2.837000e-34,8.055000
19300.0,4.365000e-33,2.754000e-34,8.088000
19310.0,4.606000e-33,2.644000e-34,8.115000
19320.0,4.925000e-33,2.560000e-34,8.146000
19330.0,5.326000e-33,2.519000e-34,8.180000
19340.0,5.818000e-33,2.568000e-34,8.205000
19350.0,6.407000e-33,2.649000e-34,8.235000
19360.0,7.104000e-33,2.739000e-34,8.269000
19370.0,7.920000e-33,2.817000e-34,8.297000
19380.0,8.868000e-33,2.956000e-34,8.328000
19390.0,9.964000e-33,3.050000e-34,8.360000
19400.0,1.123000e-32,3.174000e-34,8.393000
19410.0,1.268000e-32,3.545000e-34,8.421000
19420.0,1.434000e-32,3.910000e-34,8.452000
19430.0,1.626000e-32,4.156000e-34,8.484000
19440.0,1.848000e-32,4.466000e-34,8.513000
19450.0,2.107000e-32,4.987000e-34,8.547000
19460.0,2.422000e-32,5.801000e-34,8.576000
19470.0,2.772000e-32,7.314000e-34,8.607000
19480.0,3.145000e-32,8.867000e-34,8.640000
19490.0,3.704000e-32,1.057000e-33,8.671000
19500.0,4.270000e-32,1.262000e-33,8.699000
19510.0,4.721000e-32,1.506000e-33,8.733000
19520.0,5.361000e-32,1.753000e-33,8.762000
19530.0,6.083000e-32,2.082000e-33,8.794000
19540.0,7.095000e-32,2.602000e-33,8.827000
19550.0,7.968000e-32,3.269000e-33,8.855000
19560.0,9.228000e-32,3.734000e-33,8.891000
19570.0,1.048000e-31,5.491000e-33,8.922000
19580.0,1.187000e-31,7.261000e-33,8.954000
19590.0,1.336000e-31,9.462000e-33,8.984000
19600.0,1.577000e-31,1.256000e-32,9.015000
19610.0,1.772000e-31,1.594000e-32,9.049000
19620.0,2.017000e-31,1.950000e-32,9.080000
19630.0,2.250000e-31,2.380000e-32,9.114000
19640.0,2.630000e-31,2.880000e-32,9.143000
19650.0,2.911000e-31,3.420000e-32,9.175000
19660.0,3.356000e-31,4.030000e-32,9.209000
19670.0,3.820000e-31,4.650000e-32,9.241000
19680.0,4.173000e-31,5.240000e-32,9.271000
19690.0,4.811000e-31,5.700000e-32,9.306000
19700.0,5.254000e-31,6.090000e-32,9.338000
19710.0,5.839000e-31,6.390000e-32,9.369000
19720.0,6.187000e-31,6.480000e-32,9.403000
19730.0,6.805000e-31,6.580000e-32,9.435000
19740.0,7.118000e-31,6.660000e-32,9.466000
19750.0,7.369000e-31,6.700000e-32,9.500000
19760.0,7.664000e-31,6.660000e-32,9.532000
19770.0,7.794000e-31,6.650000e-32,9.562000
19780.0,7.947000e-31,6.800000e-32,9.594000
19790.0,8.036000e-31,7.090000e-32,9.630000
19800.0,7.954000e-31,7.540000e-32,9.661000
19810.0,7.849000e-31,8.060000e-32,9.695000
19820.0,7.518000e-31,8.620000e-32,9.726000
19830.0,7.462000e-31,8.890000e-32,9.761000
19840.0,6.926000e-31,8.680000e-32,9.792000
19850.0,6.531000e-31,8.040000e-32,9.825000
19860.0,6.197000e-31,7.000000e-32,9.859000
19870.0,5.421000e-31,5.830000e-32,9.891000
19880.0,4.777000e-31,4.580000e-32,9.924000
19890.0,4.111000e-31,3.490000e-32,9.954000
19900.0,3.679000e-31,2.710000e-32,9.987000
19910.0,3.166000e-31,2.100000e-32,10.020000
19920.0,2.786000e-31,1.650000e-32,10.060000
19930.0,2.436000e-31,1.310000e-32,10.090000
19940.0,2.144000e-31,1.060000e-32,10.120000
19950.0,1.859000e-31,8.350000e-33,10.160000
19960.0,1.628000e-31,6.450000e-33,10.190000
19970.0,1.414000e-31,5.020000e-33,10.220000
19980.0,1.237000e-31,3.940000e-33,10.260000
19990.0,1.093000e-31,3.090000e-33,10.290000
20000.0,9.558000e-32,2.460000e-33,10.320000
