nu_cm1,Cs_cm2_molec_cm1,Cf_cm2_molec_cm1,self_texp
11470.0,1.274000e-30,1.894000e-32,5.083000
11480.0,1.198000e-30,1.725000e-32,5.137000
11490.0,1.133000e-30,1.592000e-32,5.186000
11500.0,1.071000e-30,1.475000e-32,5.231000
11510.0,1.015000e-30,1.374000e-32,5.266000
11520.0,9.648000e-31,1.294000e-32,5.295000
11530.0,9.195000e-31,1.233000e-32,5.317000
11540.0,8.791000e-31,1.190000e-32,5.324000
11550.0,8.435000e-31,1.157000e-32,5.311000
11560.0,8.125000e-31,1.144000e-32,5.287000
11570.0,7.859000e-31,1.156000e-32,5.248000
11580.0,7.621000e-31,1.184000e-32,5.178000
11590.0,7.481000e-31,1.236000e-32,5.076000
11600.0,7.351000e-31,1.350000e-32,4.954000
11610.0,7.228000e-31,1.515000e-32,4.793000
11620.0,7.295000e-31,1.759000e-32,4.605000
11630.0,7.339000e-31,2.098000e-32,4.349000
11640.0,7.588000e-31,2.581000e-32,4.099000
11650.0,7.701000e-31,3.114000e-32,3.939000
11660.0,7.886000e-31,3.888000e-32,3.720000
11670.0,8.511000e-31,4.875000e-32,3.578000
11680.0,9.061000e-31,6.057000e-32,3.462000
11690.0,9.926000e-31,7.249000e-32,3.431000
11700.0,1.083000e-30,8.794000e-32,3.463000
11710.0,1.241000e-30,1.101000e-31,3.480000
11720.0,1.469000e-30,1.381000e-31,3.528000
11730.0,1.736000e-30,1.705000e-31,3.564000
11740.0,1.966000e-30,2.027000e-31,3.631000
11750.0,2.132000e-30,2.143000e-31,3.705000
11760.0,2.280000e-30,2.098000e-31,3.747000
11770.0,2.473000e-30,2.130000e-31,3.782000
11780.0,2.718000e-30,2.112000e-31,3.802000
11790.0,2.922000e-30,2.003000e-31,3.825000
11800.0,3.128000e-30,1.874000e-31,3.821000
11810.0,3.361000e-30,1.891000e-31,3.787000
11820.0,3.641000e-30,2.078000e-31,3.737000
11830.0,3.910000e-30,2.373000e-31,3.698000
11840.0,4.196000e-30,2.765000e-31,3.642000
11850.0,4.501000e-30,3.042000e-31,3.563000
11860.0,4.932000e-30,3.165000e-31,3.445000
11870.0,5.258000e-30,3.191000e-31,3.320000
11880.0,5.755000e-30,3.148000e-31,3.200000
11890.0,6.253000e-30,3.076000e-31,3.072000
11900.0,6.664000e-30,3.127000e-31,2.931000
11910.0,7.344000e-30,3.164000e-31,2.722000
11920.0,7.985000e-30,3.259000e-31,2.582000
11930.0,8.877000e-30,3.423000e-31,2.409000
11940.0,1.005000e-29,3.610000e-31,2.311000
11950.0,1.118000e-29,4.051000e-31,2.237000
11960.0,1.251000e-29,4.697000e-31,2.194000
11970.0,1.428000e-29,5.785000e-31,2.209000
11980.0,1.610000e-29,7.579000e-31,2.256000
11990.0,1.888000e-29,1.036000e-30,2.352000
12000.0,2.077000e-29,1.441000e-30,2.450000
12010.0,2.331000e-29,1.984000e-30,2.584000
12020.0,2.751000e-29,2.627000e-30,2.720000
12030.0,3.061000e-29,3.316000e-30,2.870000
12040.0,3.522000e-29,3.950000e-30,3.018000
12050.0,3.805000e-29,4.470000e-30,3.184000
12060.0,4.181000e-29,4.920000e-30,3.316000
12070.0,4.575000e-29,5.200000e-30,3.408000
12080.0,5.167000e-29,5.390000e-30,3.506000
12090.0,5.634000e-29,5.460000e-30,3.577000
12100.0,6.007000e-29,5.530000e-30,3.623000
12110.0,6.501000e-29,5.660000e-30,3.604000
12120.0,6.829000e-29,6.020000e-30,3.565000
12130.0,7.211000e-29,6.430000e-30,3.555000
12140.0,7.262000e-29,6.680000e-30,3.562000
12150.0,7.696000e-29,6.910000e-30,3.585000
12160.0,7.832000e-29,7.120000e-30,3.603000
12170.0,7.799000e-29,7.420000e-30,3.681000
12180.0,7.651000e-29,7.550000e-30,3.774000
12190.0,7.304000e-29,7.750000e-30,3.838000
12200.0,7.150000e-29,8.090000e-30,3.830000
12210.0,6.977000e-29,8.300000e-30,3.779000
12220.0,6.603000e-29,8.350000e-30,3.711000
12230.0,6.209000e-29,7.950000e-30,3.592000
12240.0,5.690000e-29,7.220000e-30,3.455000
12250.0,5.432000e-29,6.300000e-30,3.326000
12260.0,4.764000e-29,5.230000e-30,3.157000
12270.0,4.189000e-29,4.200000e-30,3.007000
12280.0,3.640000e-29,3.190000e-30,2.847000
12290.0,3.203000e-29,2.390000e-30,2.702000
12300.0,2.848000e-29,1.790000e-30,2.583000
12310.0,2.510000e-29,1.360000e-30,2.503000
12320.0,2.194000e-29,1.050000e-30,2.479000
12330.0,1.946000e-29,8.320000e-31,2.513000
12340.0,1.750000e-29,6.890000e-31,2.588000
12350.0,1.567000e-29,5.890000e-31,2.656000
12360.0,1.426000e-29,5.140000e-31,2.780000
12370.0,1.302000e-29,4.600000e-31,2.894000
12380.0,1.197000e-29,4.190000e-31,2.967000
12390.0,1.109000e-29,3.940000e-31,3.026000
12400.0,1.035000e-29,3.900000e-31,3.076000
12410.0,9.719000e-30,4.070000e-31,3.122000
12420.0,9.207000e-30,4.390000e-31,3.164000
12430.0,8.957000e-30,4.820000e-31,3.212000
12440.0,8.578000e-30,5.290000e-31,3.282000
12450.0,8.262000e-30,5.750000e-31,3.335000
12460.0,8.117000e-30,6.090000e-31,3.405000
12470.0,7.987000e-30,6.280000e-31,3.468000
12480.0,7.875000e-30,6.310000e-31,3.508000
12490.0,7.741000e-30,6.190000e-31,3.546000
12500.0,7.762000e-30,6.040000e-31,3.570000
12510.0,7.537000e-30,5.850000e-31,3.591000
12520.0,7.424000e-30,5.710000e-31,3.575000
12530.0,7.474000e-30,5.680000e-31,3.576000
12540.0,7.294000e-30,5.680000e-31,3.611000
12550.0,7.216000e-30,5.640000e-31,3.619000
12560.0,7.233000e-30,5.580000e-31,3.649000
12570.0,7.140000e-30,5.510000e-31,3.675000
12580.0,7.085000e-30,5.480000e-31,3.764000
12590.0,6.434000e-30,5.450000e-31,3.854000
12600.0,5.585000e-30,5.570000e-31,3.880000
12610.0,5.015000e-30,5.770000e-31,3.873000
12620.0,3.956000e-30,5.960000e-31,3.830000
12630.0,3.337000e-30,6.050000e-31,3.767000
12640.0,2.545000e-30,5.890000e-31,3.673000
12650.0,2.141000e-30,5.430000e-31,3.556000
12660.0,1.761000e-30,4.770000e-31,3.440000
12670.0,1.685000e-30,4.020000e-31,3.309000
12680.0,1.507000e-30,3.250000e-31,3.188000
12690.0,1.241000e-30,2.482000e-31,3.070000
12700.0,1.081000e-30,1.774000e-31,2.969000
12710.0,9.675000e-31,1.256000e-31,2.906000
12720.0,7.964000e-31,9.234000e-32,2.871000
12730.0,6.930000e-31,7.045000e-32,2.904000
12740.0,5.790000e-31,5.521000e-32,3.003000
12750.0,5.069000e-31,4.369000e-32,3.162000
12760.0,4.452000e-31,3.524000e-32,3.317000
12770.0,3.970000e-31,2.816000e-32,3.469000
12780.0,3.551000e-31,2.251000e-32,3.647000
12790.0,3.228000e-31,1.804000e-32,3.774000
12800.0,2.939000e-31,1.463000e-32,3.884000
12810.0,2.682000e-31,1.215000e-32,3.980000
12820.0,2.471000e-31,1.024000e-32,4.066000
12830.0,2.278000e-31,8.639000e-33,4.143000
12840.0,2.106000e-31,7.368000e-33,4.225000
12850.0,1.950000e-31,6.218000e-33,4.323000
12860.0,1.811000e-31,5.294000e-33,4.419000
12870.0,1.682000e-31,4.549000e-33,4.515000
12880.0,1.563000e-31,3.948000e-33,4.603000
12890.0,1.458000e-31,3.406000e-33,4.707000
12900.0,1.363000e-31,3.054000e-33,4.809000
12910.0,1.278000e-31,2.726000e-33,4.893000
12920.0,1.200000e-31,2.447000e-33,4.984000
12930.0,1.129000e-31,2.195000e-33,5.071000
12940.0,1.066000e-31,1.985000e-33,5.156000
12950.0,1.007000e-31,1.806000e-33,5.251000
12960.0,9.545000e-32,1.655000e-33,5.329000
12970.0,9.075000e-32,1.512000e-33,5.407000
12980.0,8.656000e-32,1.388000e-33,5.478000
12990.0,8.285000e-32,1.281000e-33,5.543000
13000.0,7.958000e-32,1.202000e-33,5.594000
13010.0,7.674000e-32,1.130000e-33,5.641000
13020.0,7.431000e-32,1.067000e-33,5.684000
13030.0,7.227000e-32,1.014000e-33,5.708000
13040.0,7.061000e-32,9.731000e-34,5.730000
13050.0,6.934000e-32,9.426000e-34,5.741000
13060.0,6.843000e-32,9.247000e-34,5.745000
13070.0,6.790000e-32,9.205000e-34,5.738000
13080.0,6.775000e-32,9.334000e-34,5.727000
13090.0,6.798000e-32,9.652000e-34,5.701000
13100.0,6.859000e-32,1.033000e-33,5.676000
13110.0,6.960000e-32,1.148000e-33,5.633000
13120.0,7.102000e-32,1.308000e-33,5.591000
13130.0,7.287000e-32,1.525000e-33,5.547000
13140.0,7.517000e-32,1.739000e-33,5.489000
13150.0,7.795000e-32,1.949000e-33,5.431000
13160.0,8.123000e-32,2.376000e-33,5.368000
13170.0,8.504000e-32,2.844000e-33,5.299000
13180.0,8.945000e-32,3.389000e-33,5.224000
13190.0,9.450000e-32,3.655000e-33,5.154000
13200.0,1.003000e-31,3.545000e-33,5.069000
13210.0,1.070000e-31,3.479000e-33,4.990000
13220.0,1.148000e-31,3.553000e-33,4.903000
13230.0,1.232000e-31,3.737000e-33,4.812000
13240.0,1.327000e-31,3.818000e-33,4.717000
13250.0,1.441000e-31,3.809000e-33,4.615000
13260.0,1.535000e-31,3.880000e-33,4.513000
13270.0,1.655000e-31,4.142000e-33,4.404000
13280.0,1.814000e-31,4.435000e-33,4.290000
13290.0,2.020000e-31,4.756000e-33,4.162000
13300.0,2.307000e-31,5.133000e-33,4.023000
13310.0,2.622000e-31,5.551000e-33,3.904000
13320.0,2.962000e-31,5.845000e-33,3.796000
13330.0,3.369000e-31,5.803000e-33,3.683000
13340.0,3.819000e-31,5.719000e-33,3.552000
13350.0,4.329000e-31,5.853000e-33,3.424000
13360.0,4.932000e-31,6.281000e-33,3.295000
13370.0,5.589000e-31,6.996000e-33,3.189000
13380.0,6.364000e-31,8.162000e-33,3.034000
13390.0,7.284000e-31,9.540000e-33,2.878000
13400.0,8.236000e-31,1.095000e-32,2.751000
13410.0,9.447000e-31,1.285000e-32,2.577000
13420.0,1.078000e-30,1.509000e-32,2.470000
13430.0,1.229000e-30,1.818000e-32,2.358000
13440.0,1.417000e-30,2.262000e-32,2.215000
13450.0,1.614000e-30,2.827000e-32,2.154000
13460.0,1.843000e-30,3.508000e-32,2.105000
13470.0,2.107000e-30,4.512000e-32,2.104000
13480.0,2.406000e-30,6.307000e-32,2.117000
13490.0,2.728000e-30,9.024000e-32,2.129000
13500.0,3.195000e-30,1.360000e-31,2.184000
13510.0,3.595000e-30,1.901000e-31,2.237000
13520.0,4.153000e-30,2.577000e-31,2.298000
13530.0,4.736000e-30,3.300000e-31,2.374000
13540.0,5.410000e-30,4.080000e-31,2.462000
13550.0,6.088000e-30,4.790000e-31,2.520000
13560.0,6.769000e-30,5.440000e-31,2.606000
13570.0,7.691000e-30,5.990000e-31,2.600000
13580.0,8.545000e-30,6.460000e-31,2.596000
13590.0,9.621000e-30,6.820000e-31,2.619000
13600.0,1.047000e-29,7.130000e-31,2.618000
13610.0,1.161000e-29,7.620000e-31,2.572000
13620.0,1.296000e-29,8.360000e-31,2.536000
13630.0,1.424000e-29,9.590000e-31,2.573000
13640.0,1.576000e-29,1.150000e-30,2.618000
13650.0,1.739000e-29,1.380000e-30,2.634000
13660.0,1.893000e-29,1.670000e-30,2.646000
13670.0,2.080000e-29,1.990000e-30,2.714000
13680.0,2.336000e-29,2.350000e-30,2.787000
13690.0,2.604000e-29,2.740000e-30,2.875000
13700.0,2.760000e-29,3.110000e-30,2.963000
13710.0,3.001000e-29,3.510000e-30,3.065000
13720.0,3.365000e-29,3.890000e-30,3.179000
13730.0,3.550000e-29,4.210000e-30,3.253000
13740.0,3.895000e-29,4.490000e-30,3.316000
13750.0,4.183000e-29,4.660000e-30,3.352000
13760.0,4.614000e-29,4.860000e-30,3.393000
13770.0,4.846000e-29,4.960000e-30,3.404000
13780.0,5.068000e-29,5.080000e-30,3.445000
13790.0,5.427000e-29,5.200000e-30,3.496000
13800.0,5.541000e-29,5.290000e-30,3.547000
13810.0,5.864000e-29,5.300000e-30,3.597000
13820.0,5.997000e-29,5.220000e-30,3.632000
13830.0,5.997000e-29,5.160000e-30,3.712000
13840.0,6.061000e-29,5.180000e-30,3.787000
13850.0,5.944000e-29,5.350000e-30,3.846000
13860.0,5.855000e-29,5.680000e-30,3.850000
13870.0,5.661000e-29,6.070000e-30,3.806000
13880.0,5.523000e-29,6.420000e-30,3.747000
13890.0,5.374000e-29,6.600000e-30,3.662000
13900.0,4.940000e-29,6.390000e-30,3.573000
13910.0,4.688000e-29,5.833000e-30,3.424000
13920.0,4.170000e-29,4.978000e-30,3.274000
13930.0,3.913000e-29,3.905000e-30,3.142000
13940.0,3.423000e-29,2.877000e-30,3.017000
13950.0,2.997000e-29,2.004000e-30,2.870000
13960.0,2.598000e-29,1.451000e-30,2.765000
13970.0,2.253000e-29,1.059000e-30,2.730000
13980.0,1.946000e-29,7.990000e-31,2.781000
13990.0,1.710000e-29,6.377000e-31,2.864000
14000.0,1.507000e-29,5.103000e-31,2.937000
14010.0,1.336000e-29,4.119000e-31,3.002000
14020.0,1.190000e-29,3.320000e-31,3.032000
14030.0,1.068000e-29,2.753000e-31,3.044000
14040.0,9.623000e-30,2.345000e-31,3.027000
14050.0,8.772000e-30,2.085000e-31,3.007000
14060.0,8.007000e-30,1.940000e-31,2.979000
14070.0,7.420000e-30,1.865000e-31,2.934000
14080.0,6.884000e-30,1.826000e-31,2.897000
14090.0,6.483000e-30,1.807000e-31,2.887000
14100.0,6.162000e-30,1.877000e-31,2.875000
14110.0,5.922000e-30,2.057000e-31,2.853000
14120.0,5.688000e-30,2.306000e-31,2.848000
14130.0,5.654000e-30,2.507000e-31,2.859000
14140.0,5.637000e-30,2.708000e-31,2.903000
14150.0,5.701000e-30,3.067000e-31,2.925000
14160.0,5.781000e-30,3.472000e-31,2.953000
14170.0,5.874000e-30,3.786000e-31,3.006000
14180.0,6.268000e-30,4.073000e-31,3.061000
14190.0,6.357000e-30,4.576000e-31,3.120000
14200.0,6.525000e-30,5.402000e-31,3.184000
14210.0,7.137000e-30,6.367000e-31,3.277000
14220.0,7.441000e-30,7.512000e-31,3.343000
14230.0,8.024000e-30,8.413000e-31,3.374000
14240.0,8.485000e-30,8.797000e-31,3.422000
14250.0,9.143000e-30,9.096000e-31,3.481000
14260.0,9.536000e-30,9.300000e-31,3.521000
14270.0,9.717000e-30,9.520000e-31,3.588000
14280.0,1.018000e-29,9.640000e-31,3.641000
14290.0,1.042000e-29,9.590000e-31,3.695000
14300.0,1.054000e-29,9.390000e-31,3.742000
14310.0,1.092000e-29,9.140000e-31,3.776000
14320.0,1.093000e-29,8.950000e-31,3.850000
14330.0,1.072000e-29,8.970000e-31,3.899000
14340.0,1.046000e-29,9.300000e-31,3.919000
14350.0,9.283000e-30,9.910000e-31,3.891000
14360.0,8.053000e-30,1.060000e-30,3.840000
14370.0,6.680000e-30,1.120000e-30,3.761000
14380.0,5.630000e-30,1.140000e-30,3.662000
14390.0,4.933000e-30,1.100000e-30,3.562000
14400.0,3.488000e-30,1.000000e-30,3.395000
14410.0,3.324000e-30,8.680000e-31,3.261000
14420.0,2.826000e-30,7.140000e-31,3.131000
14430.0,2.429000e-30,5.610000e-31,3.018000
14440.0,2.051000e-30,4.136000e-31,2.887000
14450.0,1.679000e-30,2.974000e-31,2.802000
14460.0,1.411000e-30,2.098000e-31,2.796000
14470.0,1.240000e-30,1.529000e-31,2.870000
14480.0,1.098000e-30,1.178000e-31,2.986000
14490.0,9.668000e-31,9.441000e-32,3.102000
14500.0,8.529000e-31,7.608000e-32,3.247000
14510.0,7.848000e-31,6.158000e-32,3.332000
14520.0,7.098000e-31,5.095000e-32,3.400000
14530.0,6.117000e-31,4.238000e-32,3.455000
14540.0,5.246000e-31,3.691000e-32,3.511000
14550.0,4.521000e-31,3.374000e-32,3.567000
14560.0,4.059000e-31,3.126000e-32,3.624000
14570.0,3.783000e-31,2.883000e-32,3.671000
14580.0,3.502000e-31,2.690000e-32,3.702000
14590.0,3.271000e-31,2.482000e-32,3.734000
14600.0,2.956000e-31,2.248000e-32,3.782000
14610.0,2.636000e-31,2.069000e-32,3.823000
14620.0,2.464000e-31,1.843000e-32,3.835000
14630.0,2.190000e-31,1.623000e-32,3.851000
14640.0,1.986000e-31,1.454000e-32,3.883000
14650.0,1.791000e-31,1.288000e-32,3.919000
14660.0,1.638000e-31,1.097000e-32,3.949000
14670.0,1.491000e-31,9.291000e-33,3.975000
14680.0,1.383000e-31,7.752000e-33,4.014000
14690.0,1.271000e-31,6.429000e-33,4.061000
14700.0,1.166000e-31,5.364000e-33,4.130000
14710.0,1.082000e-31,4.558000e-33,4.218000
14720.0,1.002000e-31,3.992000e-33,4.317000
14730.0,9.317000e-32,3.608000e-33,4.422000
14740.0,8.697000e-32,3.265000e-33,4.559000
14750.0,8.157000e-32,2.948000e-33,4.680000
14760.0,7.678000e-32,2.657000e-33,4.776000
14770.0,7.252000e-32,2.343000e-33,4.862000
14780.0,6.874000e-32,2.070000e-33,4.932000
14790.0,6.539000e-32,1.860000e-33,4.991000
14800.0,6.243000e-32,1.698000e-33,5.033000
14810.0,5.985000e-32,1.579000e-33,5.078000
14820.0,5.763000e-32,1.508000e-33,5.106000
14830.0,5.575000e-32,1.426000e-33,5.117000
14840.0,5.421000e-32,1.351000e-33,5.119000
14850.0,5.300000e-32,1.277000e-33,5.095000
14860.0,5.212000e-32,1.184000e-33,5.053000
14870.0,5.157000e-32,1.074000e-33,4.988000
14880.0,5.138000e-32,1.006000e-33,4.896000
14890.0,5.156000e-32,9.978000e-34,4.785000
14900.0,5.214000e-32,1.030000e-33,4.648000
14910.0,5.313000e-32,1.091000e-33,4.498000
14920.0,5.457000e-32,1.169000e-33,4.352000
14930.0,5.686000e-32,1.311000e-33,4.161000
14940.0,5.953000e-32,1.464000e-33,4.005000
14950.0,6.284000e-32,1.661000e-33,3.841000
14960.0,6.856000e-32,1.937000e-33,3.673000
14970.0,7.351000e-32,2.426000e-33,3.543000
14980.0,8.006000e-32,3.040000e-33,3.398000
14990.0,8.957000e-32,3.768000e-33,3.323000
15000.0,1.031000e-31,4.673000e-33,3.230000
15010.0,1.170000e-31,5.979000e-33,3.170000
15020.0,1.345000e-31,7.961000e-33,3.118000
15030.0,1.623000e-31,1.061000e-32,3.049000
15040.0,1.999000e-31,1.356000e-32,3.000000
15050.0,2.507000e-31,1.547000e-32,2.932000
15060.0,3.004000e-31,1.650000e-32,2.830000
15070.0,3.378000e-31,1.718000e-32,2.744000
15080.0,3.688000e-31,1.788000e-32,2.617000
15090.0,4.118000e-31,1.813000e-32,2.490000
15100.0,4.569000e-31,1.804000e-32,2.368000
15110.0,5.025000e-31,1.890000e-32,2.261000
15120.0,5.660000e-31,2.143000e-32,2.172000
15130.0,6.231000e-31,2.618000e-32,2.135000
15140.0,6.881000e-31,3.093000e-32,2.165000
15150.0,7.996000e-31,3.678000e-32,2.189000
15160.0,8.526000e-31,4.517000e-32,2.229000
15170.0,9.694000e-31,5.969000e-32,2.313000
15180.0,1.106000e-30,7.936000e-32,2.407000
15190.0,1.222000e-30,1.062000e-31,2.503000
15200.0,1.355000e-30,1.379000e-31,2.601000
15210.0,1.525000e-30,1.722000e-31,2.723000
15220.0,1.775000e-30,2.050000e-31,2.853000
15230.0,1.924000e-30,2.380000e-31,2.968000
15240.0,2.181000e-30,2.660000e-31,3.109000
15250.0,2.379000e-30,2.910000e-31,3.253000
15260.0,2.662000e-30,3.090000e-31,3.342000
15270.0,2.907000e-30,3.210000e-31,3.430000
15280.0,3.154000e-30,3.290000e-31,3.521000
15290.0,3.366000e-30,3.310000e-31,3.572000
15300.0,3.579000e-30,3.370000e-31,3.613000
15310.0,3.858000e-30,3.490000e-31,3.582000
15320.0,4.046000e-30,3.690000e-31,3.603000
15330.0,4.196000e-30,3.820000e-31,3.622000
15340.0,4.166000e-30,3.920000e-31,3.633000
15350.0,4.457000e-30,4.050000e-31,3.662000
15360.0,4.466000e-30,4.170000e-31,3.702000
15370.0,4.404000e-30,4.300000e-31,3.806000
15380.0,4.337000e-30,4.420000e-31,3.860000
15390.0,4.150000e-30,4.610000e-31,3.850000
15400.0,4.083000e-30,4.780000e-31,3.796000
15410.0,3.910000e-30,4.830000e-31,3.722000
15420.0,3.723000e-30,4.690000e-31,3.618000
15430.0,3.514000e-30,4.310000e-31,3.481000
15440.0,3.303000e-30,3.810000e-31,3.347000
15450.0,2.847000e-30,3.210000e-31,3.200000
15460.0,2.546000e-30,2.610000e-31,3.082000
15470.0,2.230000e-30,2.025000e-31,2.952000
15480.0,1.994000e-30,1.523000e-31,2.846000
15490.0,1.733000e-30,1.159000e-31,2.798000
15500.0,1.488000e-30,8.907000e-32,2.783000
15510.0,1.297000e-30,6.850000e-32,2.848000
15520.0,1.144000e-30,5.341000e-32,2.912000
15530.0,1.004000e-30,4.341000e-32,2.970000
15540.0,8.741000e-31,3.654000e-32,3.023000
15550.0,7.928000e-31,3.237000e-32,3.085000
15560.0,7.034000e-31,2.744000e-32,3.107000
15570.0,6.323000e-31,2.408000e-32,3.104000
15580.0,5.754000e-31,2.144000e-32,3.067000
15590.0,5.250000e-31,1.988000e-32,3.034000
15600.0,4.850000e-31,1.812000e-32,2.996000
15610.0,4.502000e-31,1.745000e-32,2.941000
15620.0,4.286000e-31,1.654000e-32,2.914000
15630.0,4.028000e-31,1.609000e-32,2.897000
15640.0,3.899000e-31,1.580000e-32,2.887000
15650.0,3.824000e-31,1.561000e-32,2.903000
15660.0,3.761000e-31,1.565000e-32,2.915000
15670.0,3.804000e-31,1.684000e-32,2.920000
15680.0,3.839000e-31,1.851000e-32,2.969000
15690.0,3.845000e-31,2.005000e-32,3.023000
15700.0,4.244000e-31,2.280000e-32,3.104000
15710.0,4.382000e-31,2.708000e-32,3.174000
15720.0,4.582000e-31,3.318000e-32,3.268000
15730.0,4.847000e-31,4.077000e-32,3.393000
15740.0,5.209000e-31,4.913000e-32,3.481000
15750.0,5.384000e-31,5.434000e-32,3.557000
15760.0,5.887000e-31,5.683000e-32,3.633000
15770.0,6.371000e-31,5.824000e-32,3.662000
15780.0,6.737000e-31,6.050000e-32,3.664000
15790.0,7.168000e-31,6.380000e-32,3.665000
15800.0,7.415000e-31,6.710000e-32,3.712000
15810.0,7.827000e-31,6.930000e-32,3.729000
15820.0,8.037000e-31,7.030000e-32,3.739000
15830.0,8.120000e-31,7.050000e-32,3.774000
15840.0,8.154000e-31,7.050000e-32,3.844000
15850.0,7.981000e-31,7.160000e-32,3.971000
15860.0,7.783000e-31,7.370000e-32,4.023000
15870.0,6.900000e-31,7.790000e-32,4.020000
15880.0,6.030000e-31,8.300000e-32,3.983000
15890.0,4.900000e-31,8.650000e-32,3.913000
15900.0,3.878000e-31,8.760000e-32,3.853000
15910.0,3.068000e-31,8.320000e-32,3.703000
15920.0,2.533000e-31,7.510000e-32,3.511000
15930.0,2.255000e-31,6.480000e-32,3.351000
15940.0,2.056000e-31,5.310000e-32,3.168000
15950.0,1.569000e-31,4.180000e-32,3.014000
15960.0,1.398000e-31,3.070000e-32,2.897000
15970.0,1.149000e-31,2.220000e-32,2.844000
15980.0,9.249000e-32,1.553000e-32,2.918000
15990.0,7.706000e-32,1.058000e-32,3.074000
16000.0,6.436000e-32,7.194000e-33,3.295000
16010.0,5.514000e-32,5.207000e-33,3.464000
16020.0,4.782000e-32,4.042000e-33,3.614000
16030.0,4.202000e-32,3.264000e-33,3.740000
16040.0,3.721000e-32,2.626000e-33,3.858000
16050.0,3.336000e-32,2.150000e-33,3.972000
16060.0,3.015000e-32,1.770000e-33,4.079000
16070.0,2.744000e-32,1.494000e-33,4.188000
16080.0,2.512000e-32,1.286000e-33,4.286000
16090.0,2.312000e-32,1.122000e-33,4.385000
16100.0,2.138000e-32,9.749000e-34,4.486000
16110.0,1.987000e-32,8.431000e-34,4.581000
16120.0,1.855000e-32,7.330000e-34,4.678000
16130.0,1.741000e-32,6.302000e-34,4.767000
16140.0,1.642000e-32,5.377000e-34,4.855000
16150.0,1.557000e-32,4.556000e-34,4.937000
16160.0,1.483000e-32,3.918000e-34,5.008000
16170.0,1.422000e-32,3.499000e-34,5.079000
16180.0,1.370000e-32,3.077000e-34,5.137000
16190.0,1.329000e-32,2.646000e-34,5.187000
16200.0,1.297000e-32,2.299000e-34,5.225000
16210.0,1.274000e-32,2.002000e-34,5.255000
16220.0,1.259000e-32,1.772000e-34,5.271000
16230.0,1.253000e-32,1.579000e-34,5.273000
16240.0,1.255000e-32,1.425000e-34,5.264000
16250.0,1.266000e-32,1.281000e-34,5.247000
16260.0,1.284000e-32,1.190000e-34,5.216000
16270.0,1.312000e-32,1.098000e-34,5.176000
16280.0,1.348000e-32,1.038000e-34,5.131000
16290.0,1.393000e-32,9.882000e-35,5.072000
16300.0,1.448000e-32,9.426000e-35,5.007000
16310.0,1.512000e-32,9.342000e-35,4.941000
16320.0,1.587000e-32,9.752000e-35,4.865000
16330.0,1.672000e-32,1.024000e-34,4.785000
16340.0,1.770000e-32,1.077000e-34,4.704000
16350.0,1.880000e-32,1.155000e-34,4.617000
16360.0,1.990000e-32,1.324000e-34,4.529000
16370.0,2.110000e-32,1.526000e-34,4.439000
16380.0,2.274000e-32,1.765000e-34,4.348000
16390.0,2.516000e-32,1.995000e-34,4.251000
16400.0,2.844000e-32,2.345000e-34,4.153000
16410.0,3.231000e-32,2.989000e-34,4.047000
16420.0,3.661000e-32,3.544000e-34,3.942000
16430.0,4.153000e-32,4.480000e-34,3.826000
16440.0,4.717000e-32,5.716000e-34,3.697000
16450.0,5.360000e-32,7.136000e-34,3.562000
16460.0,6.094000e-32,9.174000e-34,3.403000
16470.0,6.930000e-32,1.177000e-33,3.239000
16480.0,7.882000e-32,1.496000e-33,3.069000
16490.0,8.966000e-32,1.755000e-33,2.915000
16500.0,1.020000e-31,2.025000e-33,2.731000
16510.0,1.162000e-31,2.317000e-33,2.531000
16520.0,1.324000e-31,2.622000e-33,2.341000
16530.0,1.510000e-31,2.668000e-33,2.183000
16540.0,1.720000e-31,2.778000e-33,2.069000
16550.0,1.965000e-31,3.292000e-33,1.908000
16560.0,2.237000e-31,4.020000e-33,1.781000
16570.0,2.560000e-31,4.963000e-33,1.717000
16580.0,2.927000e-31,5.982000e-33,1.691000
16590.0,3.371000e-31,7.587000e-33,1.629000
16600.0,3.842000e-31,9.414000e-33,1.601000
16610.0,4.429000e-31,1.091000e-32,1.635000
16620.0,5.139000e-31,1.237000e-32,1.693000
16630.0,5.798000e-31,1.637000e-32,1.756000
16640.0,6.697000e-31,2.215000e-32,1.826000
16650.0,7.626000e-31,3.033000e-32,1.951000
16660.0,8.647000e-31,4.406000e-32,2.048000
16670.0,1.022000e-30,6.211000e-32,2.126000
16680.0,1.136000e-30,8.381000e-32,2.238000
16690.0,1.300000e-30,1.081000e-31,2.359000
16700.0,1.481000e-30,1.340000e-31,2.474000
16710.0,1.672000e-30,1.590000e-31,2.578000
16720.0,1.871000e-30,1.860000e-31,2.696000
16730.0,2.126000e-30,2.140000e-31,2.803000
16740.0,2.357000e-30,2.400000e-31,2.875000
16750.0,2.583000e-30,2.690000e-31,2.968000
16760.0,2.997000e-30,2.980000e-31,3.056000
16770.0,3.289000e-30,3.330000e-31,3.120000
16780.0,3.702000e-30,3.770000e-31,3.174000
16790.0,4.012000e-30,4.250000e-31,3.258000
16800.0,4.319000e-30,4.750000e-31,3.342000
16810.0,4.527000e-30,5.110000e-31,3.398000
16820.0,5.001000e-30,5.370000e-31,3.466000
